epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2217.29,1.12775,0.90079,0.01083,0.95823,0.95544,0.98028,0.63298,1.30527,0.65431,0.0127,0.000141396,0.000141396,0.000141396
43,2269.5,1.14724,0.91336,0.01094,0.96252,0.95672,0.98264,0.62822,1.31865,0.65535,0.01308,0.00013904,0.00013904,0.00013904
44,2321.67,1.1235,0.89595,0.01076,0.963,0.95509,0.98271,0.63234,1.31587,0.64304,0.01278,0.000136683,0.000136683,0.000136683
45,2373.84,1.12249,0.90384,0.01068,0.95649,0.95978,0.98133,0.63324,1.3091,0.64169,0.01275,0.000134327,0.000134327,0.000134327
46,2425.95,1.11372,0.8836,0.01067,0.95561,0.95649,0.98101,0.63306,1.30774,0.64588,0.01277,0.000131971,0.000131971,0.000131971
47,2478.03,1.11187,0.88378,0.01056,0.95443,0.95864,0.98195,0.62939,1.32086,0.64396,0.013,0.000129615,0.000129615,0.000129615
48,2530.78,1.10295,0.87013,0.01054,0.95938,0.95911,0.98219,0.62832,1.32616,0.63684,0.01309,0.000127259,0.000127259,0.000127259
49,2583.12,1.09831,0.84335,0.0106,0.96649,0.95033,0.9812,0.63114,1.31564,0.63193,0.01292,0.000124902,0.000124902,0.000124902
50,2635.48,1.10254,0.86317,0.01053,0.97052,0.9519,0.98236,0.6281,1.32353,0.62728,0.01291,0.000122546,0.000122546,0.000122546
51,2687.56,1.08991,0.8401,0.01043,0.96284,0.95618,0.9821,0.62882,1.32721,0.63358,0.01296,0.00012019,0.00012019,0.00012019
52,2739.72,1.0906,0.84923,0.01038,0.96111,0.96194,0.98281,0.62771,1.32687,0.63236,0.01295,0.000117834,0.000117834,0.000117834
53,2791.85,1.07945,0.83588,0.01029,0.95872,0.96224,0.98205,0.62756,1.32925,0.63104,0.01291,0.000115478,0.000115478,0.000115478
54,2843.78,1.08625,0.84895,0.01032,0.96397,0.95585,0.98267,0.6294,1.32417,0.63055,0.0129,0.000113121,0.000113121,0.000113121
55,2896.4,1.07552,0.82545,0.01034,0.9594,0.96554,0.98185,0.62866,1.32377,0.63438,0.01289,0.000110765,0.000110765,0.000110765
56,2948.57,1.07627,0.84048,0.01016,0.96067,0.96777,0.9821,0.62668,1.332,0.62654,0.01297,0.000108409,0.000108409,0.000108409
57,3000.51,1.06846,0.82839,0.01013,0.9643,0.95989,0.98191,0.63097,1.32334,0.62532,0.01293,0.000106053,0.000106053,0.000106053
58,3052.51,1.07279,0.82699,0.01016,0.96173,0.96467,0.98253,0.62795,1.32658,0.62553,0.01295,0.000103697,0.000103697,0.000103697
59,3104.5,1.06242,0.80835,0.01013,0.96392,0.96231,0.98209,0.62595,1.33374,0.63035,0.01296,0.00010134,0.00010134,0.00010134
60,3156.52,1.05479,0.82558,0.00996,0.96248,0.95945,0.98273,0.62461,1.33589,0.62235,0.01304,9.89842e-05,9.89842e-05,9.89842e-05
